2024-08-31 16:24:34.0839|Info|login started | 
2024-08-31 16:24:34.3190|Error|user doesn't exists | 
2024-08-31 16:28:34.9511|Info|login started | 
2024-08-31 16:28:35.1655|Info|login sucess | 
2024-08-31 16:29:01.1873|Info|register started | 
2024-08-31 16:29:01.2316|Info|register success | 
2024-08-31 16:29:26.8897|Info|login started | 
2024-08-31 16:29:27.0578|Info|login sucess | 
2024-08-31 16:29:40.6098|Info|change info started | 
2024-08-31 16:29:40.6500|Info|change info ended | 
2024-08-31 16:29:49.8256|Info|delete started | 
2024-08-31 16:29:49.8435|Info|delete ended | 
2024-09-01 16:49:52.6989|Info|login started | 
2024-09-01 16:49:52.9473|Error|user doesn't exists | 
2024-09-01 16:51:53.4388|Info|login started | 
2024-09-01 16:51:53.7059|Info|login sucess | 
2024-09-01 16:52:15.8154|Info|insert club started | 
2024-09-01 16:52:15.8677|Info|insert club ended | 
2024-09-01 16:52:23.1361|Info|insert club started | 
2024-09-01 16:52:23.1361|Info|insert club ended | 
2024-09-01 16:52:31.2312|Info|insert club started | 
2024-09-01 16:52:31.2312|Info|insert club ended | 
2024-09-01 16:52:42.5757|Info|insert club started | 
2024-09-01 16:52:42.5757|Info|insert club ended | 
2024-09-01 16:53:34.6481|Info|register started | 
2024-09-01 16:53:34.6543|Info|register success | 
2024-09-01 16:53:38.6239|Info|login started | 
2024-09-01 16:53:38.6239|Info|login sucess | 
2024-09-01 16:54:17.9116|Info|read league started | 
2024-09-01 16:54:17.9116|Info|read league ended | 
2024-09-01 16:54:17.9116|Info|created league started | 
2024-09-01 16:54:17.9210|Info|created league ended | 
2024-09-01 16:54:33.5587|Info|read league started | 
2024-09-01 16:54:33.5587|Info|read league ended | 
2024-09-01 16:54:33.5587|Info|created league started | 
2024-09-01 16:54:33.5587|Info|created league ended | 
2024-09-01 18:40:04.1863|Info|login started | 
2024-09-01 18:40:04.4269|Info|login sucess | 
2024-09-01 18:40:11.7190|Info|login started | 
2024-09-01 18:40:11.7190|Info|login sucess | 
2024-09-01 18:40:26.6100|Info|get matches started | 
2024-09-01 18:40:26.6100|Info|get matches ended | 
2024-09-01 18:42:41.1444|Info|login started | 
2024-09-01 18:42:41.3589|Info|login sucess | 
2024-09-01 18:44:37.2611|Info|login started | 
2024-09-01 18:44:37.4295|Info|login sucess | 
2024-09-01 18:46:09.0394|Info|login started | 
2024-09-01 18:46:09.2035|Info|login sucess | 
2024-09-01 18:47:41.4003|Info|login started | 
2024-09-01 18:47:41.5670|Info|login sucess | 
2024-09-01 19:03:58.2271|Info|login started | 
2024-09-01 19:03:58.4480|Info|login sucess | 
2024-09-01 19:08:06.3014|Info|login started | 
2024-09-01 19:08:06.5086|Info|login sucess | 
2024-09-01 19:09:12.7587|Info|login started | 
2024-09-01 19:09:12.9376|Info|login sucess | 
2024-09-01 19:09:54.1254|Info|insert feedback started | 
2024-09-01 19:09:54.1753|Info|insert feedback ended | 
2024-09-01 19:13:24.2033|Info|login started | 
2024-09-01 19:13:24.4729|Info|login sucess | 
2024-09-01 19:13:49.9932|Info|get matches started | 
2024-09-01 19:13:49.9992|Info|get matches ended | 
2024-09-01 19:13:49.9992|Info|get club started | 
2024-09-01 19:13:49.9992|Error|club doesnt exists | 
2024-09-01 19:14:50.5901|Info|login started | 
2024-09-01 19:14:50.7664|Info|login sucess | 
2024-09-01 19:14:53.9858|Info|get matches started | 
2024-09-01 19:14:53.9858|Info|get matches ended | 
2024-09-01 19:14:53.9858|Info|get club started | 
2024-09-01 19:14:53.9973|Error|club doesnt exists | 
2024-09-01 19:16:37.5747|Info|login started | 
2024-09-01 19:16:37.7922|Error|user doesn't exists | 
2024-09-01 19:16:44.1877|Info|login started | 
2024-09-01 19:16:44.3668|Info|login sucess | 
2024-09-01 19:16:51.4888|Info|get matches started | 
2024-09-01 19:16:51.4888|Info|get matches ended | 
2024-09-01 19:16:51.4888|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.4978|Info|get club ended | 
2024-09-01 19:16:51.4978|Info|get club started | 
2024-09-01 19:16:51.5146|Info|get club ended | 
2024-09-01 19:16:51.5146|Info|get club started | 
2024-09-01 19:16:51.5146|Info|get club ended | 
